root_sentence,perturbed_sentence,method,predicted_root,is_correct
"I didn't have the same problem with this company's other 3D movies, HUNTING SEASON and CAMP BLOOD.",I didn't have a problem with the company's other 3D movies.,paraphrasing,"I didn't have the same problem with this company's other 3D movies, HUNTING SEASON and CAMP BLOOD.",True
"Sure, the 3D in those ones sucked too, but with them I could see a semblance of 3D effect.<br /><br />This thing is a big ball of nothing.<br /><br />And whoever that women was who played the daughter of the ear-eating dame, yum!","Sure, the 3D sucked in those too, but with them I could see an appearance of 3D effect. <br /> <br />This thing is a big ball of nothing. <br /> <br />And whoever these women were who played the daughter of the ear-eating lady, yum!",back-translation,"Sure, the 3D in those ones sucked too, but with them I could see a semblance of 3D effect.<br /><br />This thing is a big ball of nothing.<br /><br />And whoever that women was who played the daughter of the ear-eating dame, yum!",True
"Sure, the 3D in those ones sucked too, but with them I could see a semblance of 3D effect.<br /><br />This thing is a big ball of nothing.<br /><br />And whoever that women was who played the daughter of the ear-eating dame, yum!","Sure, the 3D in those ones sucked too, but with them I could see a semblance of 3D effect.<br /><br />This thing is a big ball of nothing.<br /><br />And whoever that women was who played the daughter of the ear-eating dame, yum!",paraphrasing,"Sure, the 3D in those ones sucked too, but with them I could see a semblance of 3D effect.<br /><br />This thing is a big ball of nothing.<br /><br />And whoever that women was who played the daughter of the ear-eating dame, yum!",True
"En route to a small town that lays way off the beaten track (but which looks suspiciously close to a freeway), a female reporter runs into a strange hitch-hiker who agrees to help direct her to her destination.","On the way to a small town far away from the abandoned track (which looks suspiciously close to a highway), a reporter meets a strange hitchhiker who helps her get her to her destination.",back-translation,"En route to a small town that lays way off the beaten track (but which looks suspiciously close to a freeway), a female reporter runs into a strange hitch-hiker who agrees to help direct her to her destination.",True
"En route to a small town that lays way off the beaten track (but which looks suspiciously close to a freeway), a female reporter runs into a strange hitch-hiker who agrees to help direct her to her destination.","A female reporter is on her way to a small town that is off the beaten track, but which looks suspiciously close to a freeway, when she runs into a strange hitch-hiker who agrees to help direct her to her destination.",paraphrasing,"En route to a small town that lays way off the beaten track (but which looks suspiciously close to a freeway), a female reporter runs into a strange hitch-hiker who agrees to help direct her to her destination.",True
"Without wishing to be a killjoy, Brad Sykes is responsible for at least two of the most dull and clichéd films i've ever seen - this being one of them, and Camp Blood being another.","Without being a killjoy, Brad Sykes is responsible for at least two of the most boring and clichéd movies I've ever seen - that's one of them, and Camp Blood is another.",back-translation,"Without wishing to be a killjoy, Brad Sykes is responsible for at least two of the most dull and clichéd films i've ever seen - this being one of them, and Camp Blood being another.",True
"Without wishing to be a killjoy, Brad Sykes is responsible for at least two of the most dull and clichéd films i've ever seen - this being one of them, and Camp Blood being another.","Without wishing to be a killjoy, Brad Sykes is responsible for at least two of the most dull and clichéd films I've ever seen - this being one of them, and Camp Blood being another.",paraphrasing,"Without wishing to be a killjoy, Brad Sykes is responsible for at least two of the most dull and clichéd films i've ever seen - this being one of them, and Camp Blood being another.",True
"<br /><br />The acting is terrible, the print is shoddy, and everything about this film screams ""seriously, you could do better yourself"".","The acting is terrible, the print is shabby, and everything in this movie screams ""serious, you could do better"".",back-translation,"<br /><br />The acting is terrible, the print is shoddy, and everything about this film screams ""seriously, you could do better yourself"".",True
"<br /><br />The acting is terrible, the print is shoddy, and everything about this film screams ""seriously, you could do better yourself"".","The acting is terrible, the print is shoddy, and everything about the film screams that you could do better yourself.",paraphrasing,"<br /><br />The acting is terrible, the print is shoddy, and everything about this film screams ""seriously, you could do better yourself"".",True
"Maybe this is a challenge to everyone to saturate youtube with our own zombie related crap?<br /><br />I bought this for £1, but remember, you can't put a price on 71 minutes of your life.","Maybe this is a challenge for everyone to satisfy YouTube with our own zombie related crap? <br /> <br />I bought this for £1, but remember, you can't put a price on 71 minutes of your life.",back-translation,"Maybe this is a challenge to everyone to saturate youtube with our own zombie related crap?<br /><br />I bought this for £1, but remember, you can't put a price on 71 minutes of your life.",True
"Maybe this is a challenge to everyone to saturate youtube with our own zombie related crap?<br /><br />I bought this for £1, but remember, you can't put a price on 71 minutes of your life.",Maybe this is a challenge to everyone to saturate youtube with our own zombie related crap?,paraphrasing,"Maybe this is a challenge to everyone to saturate youtube with our own zombie related crap?<br /><br />I bought this for £1, but remember, you can't put a price on 71 minutes of your life.",True
"You'd do well to avoid this turkey, even at a bargain basement price.","You would do well to avoid this turkey, even at a bargain basement price.",back-translation,"You'd do well to avoid this turkey, even at a bargain basement price.",True
"You'd do well to avoid this turkey, even at a bargain basement price.","Even at a bargain basement price, you would do well to avoid this turkey.",paraphrasing,"You'd do well to avoid this turkey, even at a bargain basement price.",True
My girlfriend once brought around The Zombie Chronicles for us to watch as a joke.,My girlfriend once brought the zombie chronicle so we could look at ourselves as a joke.,back-translation,My girlfriend once brought around The Zombie Chronicles for us to watch as a joke.,True
My girlfriend once brought around The Zombie Chronicles for us to watch as a joke.,My girlfriend and I used to watch The Zombie Chronicles as a joke.,paraphrasing,My girlfriend once brought around The Zombie Chronicles for us to watch as a joke.,True
Little did we realize the joke was on her for paying £1 for it.,We didn't know the joke was on her because she paid a pound for it.,back-translation,Little did we realize the joke was on her for paying £1 for it.,True
Little did we realize the joke was on her for paying £1 for it.,The joke was on her for paying for it.,paraphrasing,Little did we realize the joke was on her for paying £1 for it.,True
While watching this film I started to come up with things I would rather be doing than watching The Zombie Chronicles.,"As I watched this movie, I started to think of things I'd rather do than watch the zombie chronicles.",back-translation,While watching this film I started to come up with things I would rather be doing than watching The Zombie Chronicles.,True
While watching this film I started to come up with things I would rather be doing than watching The Zombie Chronicles.,"While watching this film, I came up with some ideas that I would rather not watch.",paraphrasing,While watching this film I started to come up with things I would rather be doing than watching The Zombie Chronicles.,True
The best ting he did was kick a door down (the best part of the film).,The best thing he did was kick a door (the best part of the movie).,back-translation,The best ting he did was kick a door down (the best part of the film).,True
The best ting he did was kick a door down (the best part of the film).,The best part of the film was when he kicked a door down.,paraphrasing,The best ting he did was kick a door down (the best part of the film).,True
"This was the worst film I have ever seen, and I've seen White Noise: The Light.","That was the worst movie I've ever seen, and I've seen White Noise: The Light.",back-translation,"This was the worst film I have ever seen, and I've seen White Noise: The Light.",True
"This was the worst film I have ever seen, and I've seen White Noise: The Light.",White Noise: The Light was the worst film I have ever seen.,paraphrasing,"This was the worst film I have ever seen, and I've seen White Noise: The Light.",True
"My girlfriend left it here, so now I live with the shame of owning this piece of crap.<br /><br />News just in: Owen Wilson watched this film and tried to kill himself.","My girlfriend left it here, so I'm now living with the shame of owning this piece of crap. <br /> News just in: Owen Wilson saw this movie and tried to kill himself.",back-translation,"My girlfriend left it here, so now I live with the shame of owning this piece of crap.<br /><br />News just in: Owen Wilson watched this film and tried to kill himself.",True
"My girlfriend left it here, so now I live with the shame of owning this piece of crap.<br /><br />News just in: Owen Wilson watched this film and tried to kill himself.",Owen Wilson tried to kill himself after watching this film.,paraphrasing,"My girlfriend left it here, so now I live with the shame of owning this piece of crap.<br /><br />News just in: Owen Wilson watched this film and tried to kill himself.",True
"Amateur, no budget films can be surprisingly good ... this however is not one of them.<br /><br />Ah, another Brad Sykes atrocity.","Amateur, no budget movies can be surprisingly good ... but that's not one of them. <br />Ah, another Brad Syke's cruelty.",back-translation,"Amateur, no budget films can be surprisingly good ... this however is not one of them.<br /><br />Ah, another Brad Sykes atrocity.",True
"Amateur, no budget films can be surprisingly good ... this however is not one of them.<br /><br />Ah, another Brad Sykes atrocity.",There are no budget films that can be surprisingly good.,paraphrasing,"Amateur, no budget films can be surprisingly good ... this however is not one of them.<br /><br />Ah, another Brad Sykes atrocity.",True
"The acting is hideous, except for Emmy Smith who shows some promise.","The drama is horrible, except for Emmy Smith, who makes a promise.",back-translation,"The acting is hideous, except for Emmy Smith who shows some promise.",True
"The acting is hideous, except for Emmy Smith who shows some promise.","The acting is terrible, except for Emmy Smith.",paraphrasing,"The acting is hideous, except for Emmy Smith who shows some promise.",True
"And no more ""hold the camera and run"" gimmicks either; it just doesn't work.","And no more ""hold the camera and run"" gimmicks, it just doesn't work.",back-translation,"And no more ""hold the camera and run"" gimmicks either; it just doesn't work.",True
"And no more ""hold the camera and run"" gimmicks either; it just doesn't work.","It just doesn't work, and no more holding the camera and running.",paraphrasing,"And no more ""hold the camera and run"" gimmicks either; it just doesn't work.",True
"The special effects are unimaginative, there's a problem when the effect can be identified in real time.","The special effects are unimaginable, there is a problem if the effect can be identified in real time.",back-translation,"The special effects are unimaginative, there's a problem when the effect can be identified in real time.",True
"The special effects are unimaginative, there's a problem when the effect can be identified in real time.","The special effects are unimaginative, there's a problem when the effect can be identified in real time.",paraphrasing,"The special effects are unimaginative, there's a problem when the effect can be identified in real time.",True
"If you're going to rip off an ear, please don't let us see the actor's real ear beneath the blood.","If you want to rip an ear off, please don't let us see the real ear of the actor under the blood.",back-translation,"If you're going to rip off an ear, please don't let us see the actor's real ear beneath the blood.",True
"If you're going to rip off an ear, please don't let us see the actor's real ear beneath the blood.",Please don't let us see the actor's real ear if you rip it off.,paraphrasing,"If you're going to rip off an ear, please don't let us see the actor's real ear beneath the blood.",True
"Apparently, the scriptwriter didn't.<br /><br />Whoever is funding this guy ... please stop.",Apparently the screenwriter didn't. Who finances this guy ... please stop.,back-translation,"Apparently, the scriptwriter didn't.<br /><br />Whoever is funding this guy ... please stop.",True
"Apparently, the scriptwriter didn't.<br /><br />Whoever is funding this guy ... please stop.","Someone is funding this guy, please stop.",paraphrasing,"Apparently, the scriptwriter didn't.<br /><br />Whoever is funding this guy ... please stop.",True
"I've seen some of his other ""home movies"" (which I will not plug) and they are just as bad.","I've seen some of his other ""home movies"" (which I won't put in) and they're just as bad.",back-translation,"I've seen some of his other ""home movies"" (which I will not plug) and they are just as bad.",True
"I've seen some of his other ""home movies"" (which I will not plug) and they are just as bad.",I have seen some of his other movies and they are just as bad.,paraphrasing,"I've seen some of his other ""home movies"" (which I will not plug) and they are just as bad.",True
"Normally, a ""director"" will grow and learn from his previous efforts ... not this guy.","Normally, a ""director"" will grow and learn from his earlier efforts... not this guy.",back-translation,"Normally, a ""director"" will grow and learn from his previous efforts ... not this guy.",True
"Normally, a ""director"" will grow and learn from his previous efforts ... not this guy.","Normally, a director will grow and learn from his previous efforts, but not this guy.",paraphrasing,"Normally, a ""director"" will grow and learn from his previous efforts ... not this guy.",True
OK its not the best film I've ever seen but at the same time I've been able to sit and watch it TWICE!!!,"OK, it's not the best movie I've ever seen, but at the same time I could sit and watch it TWICE!!!",back-translation,OK its not the best film I've ever seen but at the same time I've been able to sit and watch it TWICE!!!,True
OK its not the best film I've ever seen but at the same time I've been able to sit and watch it TWICE!!!,"I've never seen a better film, but at the same time, I've been able to watch it TWICE.",paraphrasing,OK its not the best film I've ever seen but at the same time I've been able to sit and watch it TWICE!!!,True
"We've all made stuff like this when we've gotten a hold of a camera, but common sense prevails and these films languish in our cupboards somewhere.","We all did things like that when we got a camera, but common sense prevails, and these movies languish somewhere in our closets.",back-translation,"We've all made stuff like this when we've gotten a hold of a camera, but common sense prevails and these films languish in our cupboards somewhere.",True
"We've all made stuff like this when we've gotten a hold of a camera, but common sense prevails and these films languish in our cupboards somewhere.","We've all made stuff like this when we've got a camera, but common sense prevails and we keep these films in our cupboard.",paraphrasing,"We've all made stuff like this when we've gotten a hold of a camera, but common sense prevails and these films languish in our cupboards somewhere.",True
"I received this movie as a gift, I knew from the DVD cover, this movie are going to be bad.After not watching it for more than a year I finally watched it.","I received this movie as a gift, I knew about the DVD cover, this movie will be bad.After I didn't see it for more than a year, I finally saw it.",back-translation,"I received this movie as a gift, I knew from the DVD cover, this movie are going to be bad.After not watching it for more than a year I finally watched it.",True
"I received this movie as a gift, I knew from the DVD cover, this movie are going to be bad.After not watching it for more than a year I finally watched it.","I received this movie as a gift, I knew it was going to be bad, but I didn't watch it for a year.",paraphrasing,"I received this movie as a gift, I knew from the DVD cover, this movie are going to be bad.After not watching it for more than a year I finally watched it.",True
"They went to a supposed to be abandon house ,but luckily for the it almost complete furnished and a bottle of liquor on the door step happens to be there.","They went to a supposedly abandoned house, but fortunately for which it is almost completely furnished and a bottle of alcohol happens on the door stage to be there.",back-translation,"They went to a supposed to be abandon house ,but luckily for the it almost complete furnished and a bottle of liquor on the door step happens to be there.",True
"They went to a supposed to be abandon house ,but luckily for the it almost complete furnished and a bottle of liquor on the door step happens to be there.",The house they went to was almost complete and had a bottle of liquor on the door step.,paraphrasing,"They went to a supposed to be abandon house ,but luckily for the it almost complete furnished and a bottle of liquor on the door step happens to be there.",True
his wife/girl fiend knows about this and she and her lover kills Sgt.,his wife/girl devil knows about it and she and her lover kill Sgt.,back-translation,his wife/girl fiend knows about this and she and her lover kills Sgt.,True
his wife/girl fiend knows about this and she and her lover kills Sgt.,His wife knows about this and she and her lover kill a cop.,paraphrasing,his wife/girl fiend knows about this and she and her lover kills Sgt.,True
"I cant believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight.","I can't believe it was under the 2-night rental thing at Blockbusters, instead of a please take this for free and get it out of our sight.",back-translation,"I cant believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight.",True
"I cant believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight.","I can't believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight.",paraphrasing,"I cant believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight.",True
"I think there was one semi decent actor other than the woman, i think the only thing OK with the budget was the make up, but they show every important scene of the film in the beginning music bit.","I think there was a semi decent actor except the woman, I think the only thing OK with the budget was the makeup, but they show every important scene of the movie at the beginning music bit.",back-translation,"I think there was one semi decent actor other than the woman, i think the only thing OK with the budget was the make up, but they show every important scene of the film in the beginning music bit.",True
"I think there was one semi decent actor other than the woman, i think the only thing OK with the budget was the make up, but they show every important scene of the film in the beginning music bit.","The only thing that was ok with the budget was the make up, but they show every important scene of the film in the beginning music bit.",paraphrasing,"I think there was one semi decent actor other than the woman, i think the only thing OK with the budget was the make up, but they show every important scene of the film in the beginning music bit.",True
"This movie is not for the typical film snob, unless you want to brush up on your typical cinematic definitions, like ""continuity editing"" and ""geographic match"".","This movie is not for the typical movie snob, unless you want to refresh your typical cinematic definitions such as ""Continuity Editing"" and ""Geographic Match"".",back-translation,"This movie is not for the typical film snob, unless you want to brush up on your typical cinematic definitions, like ""continuity editing"" and ""geographic match"".",True
"This movie is not for the typical film snob, unless you want to brush up on your typical cinematic definitions, like ""continuity editing"" and ""geographic match"".","Unless you want to brush up on your typical cinematic definitions, like ""continuity editing"" and ""geographic match"", this movie is not for you.",paraphrasing,"This movie is not for the typical film snob, unless you want to brush up on your typical cinematic definitions, like ""continuity editing"" and ""geographic match"".",True
"One second they're in the present, next minute their supposedly in the 70's driving a modern SUV and wearing what looked like to me as 80's style clothing.","One second they are in the present, next minute their supposedly in the 70s driving a modern SUV and wearing what I saw as 80s style clothing.",back-translation,"One second they're in the present, next minute their supposedly in the 70's driving a modern SUV and wearing what looked like to me as 80's style clothing.",True
"One second they're in the present, next minute their supposedly in the 70's driving a modern SUV and wearing what looked like to me as 80's style clothing.","One second they're in the present, the next they're in the 70's driving a modern SUV and wearing 80's style clothing.",paraphrasing,"One second they're in the present, next minute their supposedly in the 70's driving a modern SUV and wearing what looked like to me as 80's style clothing.",True
I couldn't pay long enough attention to it since the acting was just horrible.,I couldn't take care of it long enough because the spectacle was just terrible.,back-translation,I couldn't pay long enough attention to it since the acting was just horrible.,True
I couldn't pay long enough attention to it since the acting was just horrible.,I didn't pay much attention to it since the acting was terrible.,paraphrasing,I couldn't pay long enough attention to it since the acting was just horrible.,True
I think it only got attention because it has a 3d which I did not watch.,I think it only got attention because it has a 3D that I haven't observed.,back-translation,I think it only got attention because it has a 3d which I did not watch.,True
I think it only got attention because it has a 3d which I did not watch.,"I didn't watch it, but I think it got attention because it has a 3d.",paraphrasing,I think it only got attention because it has a 3d which I did not watch.,True
"If you're a b-movie buff, and by b-movie I mean BAD movie, then this film is for you.","If you're a B-movie buff, and by B-movie I mean BAD movie, then this movie is for you.",back-translation,"If you're a b-movie buff, and by b-movie I mean BAD movie, then this film is for you.",True
"If you're a b-movie buff, and by b-movie I mean BAD movie, then this film is for you.","If you're a b-movie buff, and I mean bad movie, then this film is for you.",paraphrasing,"If you're a b-movie buff, and by b-movie I mean BAD movie, then this film is for you.",True
It's home-movie and all non-sense style will keep you laughing for as long as you can stay awake.,It's home movie and all non-sense style will keep you laughing as long as you can stay awake.,back-translation,It's home-movie and all non-sense style will keep you laughing for as long as you can stay awake.,True
It's home-movie and all non-sense style will keep you laughing for as long as you can stay awake.,It's all non-sense and will keep you laughing for as long as you can remember.,paraphrasing,It's home-movie and all non-sense style will keep you laughing for as long as you can stay awake.,True
"If your tastes are more for Goddard and Antonioni, though, just skip this one.","If your taste is more for Goddard and Antonioni, but, just skip this.",back-translation,"If your tastes are more for Goddard and Antonioni, though, just skip this one.",True
"If your tastes are more for Goddard and Antonioni, though, just skip this one.","If your tastes are more for Antonioni, then skip this one.",paraphrasing,"If your tastes are more for Goddard and Antonioni, though, just skip this one.",True
"You have to admire Brad Sykes even if you don't particularly want to, a man who churns out budget horror after budget horror to less than enthusiastic receptions.","You have to admire Brad Sykes, even if you don't want to, a man who throws out budget-horror after budget-horror to less than enthusiastic receptions.",back-translation,"You have to admire Brad Sykes even if you don't particularly want to, a man who churns out budget horror after budget horror to less than enthusiastic receptions.",True
"You have to admire Brad Sykes even if you don't particularly want to, a man who churns out budget horror after budget horror to less than enthusiastic receptions.","If you don't want to, you have to admire Brad Sykes, a man who makes budget horror after budget horror to less than enthusiastic reception.",paraphrasing,"You have to admire Brad Sykes even if you don't particularly want to, a man who churns out budget horror after budget horror to less than enthusiastic receptions.",True
Even the half-hearted praise than surrounds his Camp Blood films is given grudgingly and I'm as guilty of this as anyone.,Even the half-hearted praise that surrounds his Camp Blood films is reluctant and I am as guilty as anyone else.,back-translation,Even the half-hearted praise than surrounds his Camp Blood films is given grudgingly and I'm as guilty of this as anyone.,True
Even the half-hearted praise than surrounds his Camp Blood films is given grudgingly and I'm as guilty of this as anyone.,"I'm as guilty of this as anyone, even the half-hearted praise that surrounds his Camp Blood films is given grudgingly.",paraphrasing,Even the half-hearted praise than surrounds his Camp Blood films is given grudgingly and I'm as guilty of this as anyone.,True
Joe Haggerty gives a spirited and very funny performance as Ebenezer Jackson and its a credit to Sykes that he can sense that this oddball turn is going to work within the framework of the film.,Joe Haggerty gives a temperamental and very funny performance as Ebenezer Jackson and it is a merit to Sykes that he can feel that this strange ball turn will work within the frame of the film.,back-translation,Joe Haggerty gives a spirited and very funny performance as Ebenezer Jackson and its a credit to Sykes that he can sense that this oddball turn is going to work within the framework of the film.,True
Joe Haggerty gives a spirited and very funny performance as Ebenezer Jackson and its a credit to Sykes that he can sense that this oddball turn is going to work within the framework of the film.,Joe Haggerty gives a spirited and very funny performance as Ebenezer Jackson and it's a credit to Sykes that he can sense that this odd turn is going to work within the framework of the film.,paraphrasing,Joe Haggerty gives a spirited and very funny performance as Ebenezer Jackson and its a credit to Sykes that he can sense that this oddball turn is going to work within the framework of the film.,True
"Coming to a multiplex near you, in a parallel universe, somewhere.","To a multiplex near you, in a parallel universe, somewhere.",back-translation,"Coming to a multiplex near you, in a parallel universe, somewhere.",True
"Coming to a multiplex near you, in a parallel universe, somewhere.","In a parallel universe, near you.",paraphrasing,"Coming to a multiplex near you, in a parallel universe, somewhere.",True
"Worse still, the two stories which make up the bulk of the running time are utterly routine, made worse by indifferent performances and lackluster direction by Brad Sykes, previously responsible for the likes of CAMP BLOOD (1999).","Worse still, the two stories that make up the majority of the runtime are absolutely routine, made worse by indifferent performances and lack of direction by Brad Sykes, who previously were responsible for such as CAMP BLOOD (1999).",back-translation,"Worse still, the two stories which make up the bulk of the running time are utterly routine, made worse by indifferent performances and lackluster direction by Brad Sykes, previously responsible for the likes of CAMP BLOOD (1999).",True
"Worse still, the two stories which make up the bulk of the running time are utterly routine, made worse by indifferent performances and lackluster direction by Brad Sykes, previously responsible for the likes of CAMP BLOOD (1999).","Worse still, the two stories which make up the bulk of the running time are utterly routine, made worse by indifferent performances and lackluster direction by Brad Sykes, previously responsible for the likes of CAMP BLOOD.",paraphrasing,"Worse still, the two stories which make up the bulk of the running time are utterly routine, made worse by indifferent performances and lackluster direction by Brad Sykes, previously responsible for the likes of CAMP BLOOD (1999).",True
"A woman asks for advice on the road to reach a mysterious town, and hears two ghoulish stories from the local weirdo, both zombie related.","A woman asks for advice on the street to reach a mysterious city, and hears two horrific stories of the local spinner, both related to zombie.",back-translation,"A woman asks for advice on the road to reach a mysterious town, and hears two ghoulish stories from the local weirdo, both zombie related.",True
"A woman asks for advice on the road to reach a mysterious town, and hears two ghoulish stories from the local weirdo, both zombie related.","A woman asks for advice on the road to reach a mysterious town, and hears two zombie related stories from a local weirder.",paraphrasing,"A woman asks for advice on the road to reach a mysterious town, and hears two ghoulish stories from the local weirdo, both zombie related.",True
